sample	contig	bgc_candidate_id	product_activity	protein_id	gene_start	gene_end	pfam_id	protein_id_1	clan	pfam	family	description	taxid	taxonomy
SRR6145058	k99_4056	k99_4056_0-381.1	antibacterial	k99_4056_k99_4056_1	0	381	PF03379	0.49432	CL0181	ABC-2	CcmB	CcmB protein	1747	Cutibacterium acnes
SRR6145058	k99_4056	k99_4056_0-381.1	antibacterial	k99_4056_k99_4056_1	0	381	PF01061	0.51631	CL0181	ABC-2	ABC2_membrane	ABC-2 type transporter	1747	Cutibacterium acnes
SRR6145058	k99_4056	k99_4056_0-381.1	antibacterial	k99_4056_k99_4056_1	0	381	PF12679	0.54152	CL0181	ABC-2	ABC2_membrane_2	ABC-2 family transporter protein	1747	Cutibacterium acnes
SRR6145058	k99_11172	k99_11172_0-2609.1	antibacterial	k99_11172_k99_11172_1	0	810	PF00664	0.8229	CL0241	ABC_membrane	ABC_membrane	ABC transporter transmembrane region	1747	Cutibacterium acnes
SRR6145058	k99_11172	k99_11172_0-2609.1	antibacterial	k99_11172_k99_11172_2	806	2609	PF00005	0.70154	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1747	Cutibacterium acnes
SRR6145058	k99_11172	k99_11172_0-2609.1	antibacterial	k99_11172_k99_11172_2	806	2609	PF00664	0.77039	CL0241	ABC_membrane	ABC_membrane	ABC transporter transmembrane region	1747	Cutibacterium acnes
SRR6145058	k99_6323	k99_6323_687-3738.1	inhibitor	k99_6323_k99_6323_2	687	1827	PF13367	0.51849	CL0472	Peptidase_U	PrsW-protease	PrsW family intramembrane metalloprotease	1747	Cutibacterium acnes
SRR6145058	k99_6323	k99_6323_687-3738.1	inhibitor	k99_6323_k99_6323_3	2201	3257	PF08240	0.53908	CL0296	GroES	ADH_N	Alcohol dehydrogenase GroES-like domain	1747	Cutibacterium acnes
SRR6145058	k99_6323	k99_6323_687-3738.1	inhibitor	k99_6323_k99_6323_3	2201	3257	PF01262	0.55387	CL0063	NADP_Rossmann	AlaDh_PNT_C	Alanine dehydrogenase/PNT, C-terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_6323	k99_6323_687-3738.1	inhibitor	k99_6323_k99_6323_3	2201	3257	PF00107	0.58885	CL0063	NADP_Rossmann	ADH_zinc_N	Zinc-binding dehydrogenase	1747	Cutibacterium acnes
SRR6145058	k99_6323	k99_6323_687-3738.1	inhibitor	k99_6323_k99_6323_3	2201	3257	PF13602	0.58078	CL0063	NADP_Rossmann	ADH_zinc_N_2	Zinc-binding dehydrogenase	1747	Cutibacterium acnes
SRR6145058	k99_6323	k99_6323_687-3738.1	inhibitor	k99_6323_k99_6323_4	3606	3738	PF02826	0.5056	CL0063	NADP_Rossmann	2-Hacid_dh_C	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	1747	Cutibacterium acnes
SRR6145058	k99_11291	k99_11291_2-2767.1	antibacterial	k99_11291_k99_11291_1	2	518	PF07690	0.80942	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_11291	k99_11291_2-2767.1	antibacterial	k99_11291_k99_11291_3	1107	2415	PF13535	0.72791	CL0179	ATP-grasp	ATP-grasp_4	ATP-grasp domain	1747	Cutibacterium acnes
SRR6145058	k99_11291	k99_11291_2-2767.1	antibacterial	k99_11291_k99_11291_3	1107	2415	PF02655	0.68914	CL0179	ATP-grasp	ATP-grasp_3	ATP-grasp domain	1747	Cutibacterium acnes
SRR6145058	k99_11291	k99_11291_2-2767.1	antibacterial	k99_11291_k99_11291_4	2401	2767	PF00561	0.71191	CL0028	AB_hydrolase	Abhydrolase_1	alpha/beta hydrolase fold	1747	Cutibacterium acnes
SRR6145058	k99_8537	k99_8537_301-3342.1	antibacterial	k99_8537_k99_8537_1	301	925	PF07021	0.71127	CL0063	NADP_Rossmann	MetW	Methionine biosynthesis protein MetW	1234380	Cutibacterium acnes C1
SRR6145058	k99_8537	k99_8537_301-3342.1	antibacterial	k99_8537_k99_8537_2	921	1413	PF12802	0.69092	CL0123	HTH	MarR_2	MarR family	1234380	Cutibacterium acnes C1
SRR6145058	k99_8537	k99_8537_301-3342.1	antibacterial	k99_8537_k99_8537_2	921	1413	PF13412	0.69603	CL0123	HTH	HTH_24	Winged helix-turn-helix DNA-binding	1234380	Cutibacterium acnes C1
SRR6145058	k99_8537	k99_8537_301-3342.1	antibacterial	k99_8537_k99_8537_2	921	1413	PF13404	0.71348	CL0123	HTH	HTH_AsnC-type	AsnC-type helix-turn-helix domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_8537	k99_8537_301-3342.1	antibacterial	k99_8537_k99_8537_2	921	1413	PF01047	0.71904	CL0123	HTH	MarR	MarR family	1234380	Cutibacterium acnes C1
SRR6145058	k99_8537	k99_8537_301-3342.1	antibacterial	k99_8537_k99_8537_2	921	1413	PF08279	0.69973	CL0123	HTH	HTH_11	HTH domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_8537	k99_8537_301-3342.1	antibacterial	k99_8537_k99_8537_2	921	1413	PF09339	0.76126	CL0123	HTH	HTH_IclR	IclR helix-turn-helix domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_8537	k99_8537_301-3342.1	antibacterial	k99_8537_k99_8537_2	921	1413	PF01037	0.72049	CL0032	Dim_A_B_barrel	AsnC_trans_reg	Lrp/AsnC ligand binding domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_8537	k99_8537_301-3342.1	antibacterial	k99_8537_k99_8537_3	1409	2999	PF00795	0.6696	NA	NA	CN_hydrolase	Carbon-nitrogen hydrolase	1234380	Cutibacterium acnes C1
SRR6145058	k99_8537	k99_8537_301-3342.1	antibacterial	k99_8537_k99_8537_4	2979	3342	PF13641	0.60544	CL0110	GT-A	Glyco_tranf_2_3	Glycosyltransferase like family 2	1234380	Cutibacterium acnes C1
SRR6145058	k99_8537	k99_8537_301-3342.1	antibacterial	k99_8537_k99_8537_4	2979	3342	PF00535	0.55725	CL0110	GT-A	Glycos_transf_2	Glycosyl transferase family 2	1234380	Cutibacterium acnes C1
SRR6145058	k99_8537	k99_8537_301-3342.1	antibacterial	k99_8537_k99_8537_4	2979	3342	PF10111	0.55071	CL0110	GT-A	Glyco_tranf_2_2	Glycosyltransferase like family 2	1234380	Cutibacterium acnes C1
SRR6145058	k99_7525	k99_7525_2-638.1	antibacterial	k99_7525_k99_7525_1	2	638	PF02776	0.55333	CL0254	THDP-binding	TPP_enzyme_N	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_5644	k99_5644_274-2695.1	antibacterial	k99_5644_k99_5644_1	274	2695	PF04185	0.56056	CL0088	Alk_phosphatase	Phosphoesterase	Phosphoesterase family	1747	Cutibacterium acnes
SRR6145058	k99_3918	k99_3918_129-1122.1	antibacterial	k99_3918_k99_3918_1	129	1122	PF10081	0.60649	CL0028	AB_hydrolase	Abhydrolase_9	Alpha/beta-hydrolase family	1747	Cutibacterium acnes
SRR6145058	k99_1102	k99_1102_0-1229.1	antibacterial	k99_1102_k99_1102_1	0	1077	PF00115	0.63773	NA	NA	COX1	Cytochrome C and Quinol oxidase polypeptide I	1747	Cutibacterium acnes
SRR6145058	k99_1102	k99_1102_0-1229.1	antibacterial	k99_1102_k99_1102_2	1076	1229	PF12270	0.62967	NA	NA	Cyt_c_ox_IV	Cytochrome c oxidase subunit IV	1747	Cutibacterium acnes
SRR6145058	k99_11535	k99_11535_2-1199.1	NA	k99_11535_k99_11535_1	2	1199	PF00069	0.61434	CL0016	PKinase	Pkinase	Protein kinase domain	1114969	Cutibacterium acnes TypeIA2 P.acn31
SRR6145058	k99_11535	k99_11535_2-1199.1	NA	k99_11535_k99_11535_1	2	1199	PF07714	0.59466	CL0016	PKinase	Pkinase_Tyr	Protein tyrosine kinase	1114969	Cutibacterium acnes TypeIA2 P.acn31
SRR6145058	k99_11535	k99_11535_2-1199.1	NA	k99_11535_k99_11535_1	2	1199	PF01636	0.5874	CL0016	PKinase	APH	Phosphotransferase enzyme family	1114969	Cutibacterium acnes TypeIA2 P.acn31
SRR6145058	k99_11535	k99_11535_2-1199.1	NA	k99_11535_k99_11535_1	2	1199	PF06293	0.56033	CL0016	PKinase	Kdo	Lipopolysaccharide kinase (Kdo/WaaP) family	1114969	Cutibacterium acnes TypeIA2 P.acn31
SRR6145058	k99_11658	k99_11658_312-591.1	antibacterial	k99_11658_k99_11658_1	312	591	PF07561	0.50251	NA	NA	DUF1540	Domain of Unknown Function (DUF1540)	1747	Cutibacterium acnes
SRR6145058	k99_2853	k99_2853_2-4855.1	antibacterial	k99_2853_k99_2853_1	2	2072	PF00343	0.53091	CL0113	GT-B	Phosphorylase	Carbohydrate phosphorylase	1747	Cutibacterium acnes
SRR6145058	k99_2853	k99_2853_2-4855.1	antibacterial	k99_2853_k99_2853_2	2126	3413	PF00654	0.53842	NA	NA	Voltage_CLC	Voltage gated chloride channel	1747	Cutibacterium acnes
SRR6145058	k99_2853	k99_2853_2-4855.1	antibacterial	k99_2853_k99_2853_3	3457	4855	PF00171	0.6398	CL0099	ALDH-like	Aldedh	Aldehyde dehydrogenase family	1747	Cutibacterium acnes
SRR6145058	k99_8349	k99_8349_40-1657.1	antibacterial-antifungal	k99_8349_k99_8349_1	40	1657	PF07690	0.57092	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1234380	Cutibacterium acnes C1
SRR6145058	k99_8349	k99_8349_40-1657.1	antibacterial-antifungal	k99_8349_k99_8349_1	40	1657	PF00083	0.55886	CL0015	MFS	Sugar_tr	Sugar (and other) transporter	1234380	Cutibacterium acnes C1
SRR6145058	k99_8349	k99_8349_40-1657.1	antibacterial-antifungal	k99_8349_k99_8349_1	40	1657	PF13347	0.55413	CL0015	MFS	MFS_2	MFS/sugar transport protein	1234380	Cutibacterium acnes C1
SRR6145058	k99_1475	k99_1475_0-633.1	antibacterial	k99_1475_k99_1475_1	0	633	PF00083	0.6482	CL0015	MFS	Sugar_tr	Sugar (and other) transporter	1747	Cutibacterium acnes
SRR6145058	k99_1475	k99_1475_0-633.1	antibacterial	k99_1475_k99_1475_1	0	633	PF07690	0.66916	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_1475	k99_1475_0-633.1	antibacterial	k99_1475_k99_1475_1	0	633	PF13347	0.67207	CL0015	MFS	MFS_2	MFS/sugar transport protein	1747	Cutibacterium acnes
SRR6145058	k99_1475	k99_1475_0-633.1	antibacterial	k99_1475_k99_1475_1	0	633	PF05977	0.65939	CL0015	MFS	MFS_3	Transmembrane secretion effector	1747	Cutibacterium acnes
SRR6145058	k99_1475	k99_1475_0-633.1	antibacterial	k99_1475_k99_1475_1	0	633	PF06779	0.60712	CL0015	MFS	MFS_4	Uncharacterised MFS-type transporter YbfB	1747	Cutibacterium acnes
SRR6145058	k99_2804	k99_2804_89-1885.1	NA	k99_2804_k99_2804_1	89	380	PF01337	0.7573	NA	NA	Barstar	Barstar (barnase inhibitor)	1747	Cutibacterium acnes
SRR6145058	k99_2804	k99_2804_89-1885.1	NA	k99_2804_k99_2804_2	376	820	PF00545	0.69433	NA	NA	Ribonuclease	ribonuclease	1747	Cutibacterium acnes
SRR6145058	k99_2804	k99_2804_89-1885.1	NA	k99_2804_k99_2804_3	946	1885	PF00069	0.71852	CL0016	PKinase	Pkinase	Protein kinase domain	1747	Cutibacterium acnes
SRR6145058	k99_2804	k99_2804_89-1885.1	NA	k99_2804_k99_2804_3	946	1885	PF07714	0.71776	CL0016	PKinase	Pkinase_Tyr	Protein tyrosine kinase	1747	Cutibacterium acnes
SRR6145058	k99_2804	k99_2804_89-1885.1	NA	k99_2804_k99_2804_3	946	1885	PF14531	0.7084	CL0016	PKinase	Kinase-like	Kinase-like	1747	Cutibacterium acnes
SRR6145058	k99_1476	k99_1476_689-1592.1	antibacterial-antifungal	k99_1476_k99_1476_2	689	1592	PF07690	0.5871	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_1476	k99_1476_689-1592.1	antibacterial-antifungal	k99_1476_k99_1476_2	689	1592	PF06779	0.56985	CL0015	MFS	MFS_4	Uncharacterised MFS-type transporter YbfB	1747	Cutibacterium acnes
SRR6145058	k99_1476	k99_1476_689-1592.1	antibacterial-antifungal	k99_1476_k99_1476_2	689	1592	PF00083	0.57173	CL0015	MFS	Sugar_tr	Sugar (and other) transporter	1747	Cutibacterium acnes
SRR6145058	k99_7461	k99_7461_566-3227.1	antibacterial	k99_7461_k99_7461_2	566	3227	PF05593	0.60642	NA	NA	RHS_repeat	RHS Repeat	1747	Cutibacterium acnes
SRR6145058	k99_10863	k99_10863_140-746.1	antibacterial	k99_10863_k99_10863_2	140	746	PF03703	0.52252	CL0266	PH	bPH_2	Bacterial PH domain	1747	Cutibacterium acnes
SRR6145058	k99_11543	k99_11543_51-909.1	antibacterial	k99_11543_k99_11543_1	51	909	PF13672	0.51236	CL0238	PP2C	PP2C_2	Protein phosphatase 2C	1234380	Cutibacterium acnes C1
SRR6145058	k99_10105	k99_10105_2-1676.1	antibacterial	k99_10105_k99_10105_1	2	1676	PF05088	0.50922	CL0063	NADP_Rossmann	Bac_GDH	Bacterial NAD-glutamate dehydrogenase	1747	Cutibacterium acnes
SRR6145058	k99_1927	k99_1927_1780-2281.1	antibacterial	k99_1927_k99_1927_4	1780	2281	PF08768	0.52302	CL0116	Calycin	DUF1794	Domain of unknown function (DUF1794)	1747	Cutibacterium acnes
SRR6145058	k99_1107	k99_1107_586-2268.1	antibacterial	k99_1107_k99_1107_3	586	1087	PF00994	0.51071	NA	NA	MoCF_biosynth	Probable molybdopterin binding domain	1747	Cutibacterium acnes
SRR6145058	k99_1107	k99_1107_586-2268.1	antibacterial	k99_1107_k99_1107_4	1383	2268	PF12804	0.53126	CL0110	GT-A	NTP_transf_3	MobA-like NTP transferase domain	1747	Cutibacterium acnes
SRR6145058	k99_7843	k99_7843_99-924.1	antibacterial	k99_7843_k99_7843_1	99	924	PF01648	0.62192	CL0670	4PPT	ACPS	4'-phosphopantetheinyl transferase superfamily	1747	Cutibacterium acnes
SRR6145058	k99_9802	k99_9802_2-2163.1	antibacterial	k99_9802_k99_9802_1	2	518	PF04131	0.59461	CL0036	TIM_barrel	NanE	Putative N-acetylmannosamine-6-phosphate epimerase	1747	Cutibacterium acnes
SRR6145058	k99_9802	k99_9802_2-2163.1	antibacterial	k99_9802_k99_9802_2	550	1522	PF00701	0.54767	CL0036	TIM_barrel	DHDPS	Dihydrodipicolinate synthetase family	1747	Cutibacterium acnes
SRR6145058	k99_9802	k99_9802_2-2163.1	antibacterial	k99_9802_k99_9802_3	1518	2163	PF16154	0.5113	NA	NA	DUF4862	Domain of unknown function (DUF4862)	1747	Cutibacterium acnes
SRR6145058	k99_9802	k99_9802_2-2163.1	antibacterial	k99_9802_k99_9802_3	1518	2163	PF01261	0.51929	CL0036	TIM_barrel	AP_endonuc_2	Xylose isomerase-like TIM barrel	1747	Cutibacterium acnes
SRR6145058	k99_1108	k99_1108_356-2496.1	inhibitor	k99_1108_k99_1108_2	356	1802	PF06609	0.66389	CL0015	MFS	TRI12	Fungal trichothecene efflux pump (TRI12)	1747	Cutibacterium acnes
SRR6145058	k99_1108	k99_1108_356-2496.1	inhibitor	k99_1108_k99_1108_2	356	1802	PF00083	0.66473	CL0015	MFS	Sugar_tr	Sugar (and other) transporter	1747	Cutibacterium acnes
SRR6145058	k99_1108	k99_1108_356-2496.1	inhibitor	k99_1108_k99_1108_2	356	1802	PF07690	0.6507	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_1108	k99_1108_356-2496.1	inhibitor	k99_1108_k99_1108_3	1830	2496	PF13556	0.60731	CL0123	HTH	HTH_30	PucR C-terminal helix-turn-helix domain	1747	Cutibacterium acnes
SRR6145058	k99_2932	k99_2932_0-225.1	antibacterial	k99_2932_k99_2932_1	0	225	PF00478	0.59468	CL0036	TIM_barrel	IMPDH	IMP dehydrogenase / GMP reductase domain	1747	Cutibacterium acnes
SRR6145058	k99_7079	k99_7079_207-2760.1	antibacterial	k99_7079_k99_7079_1	207	1338	PF04055	0.58062	CL0036	TIM_barrel	Radical_SAM	Radical SAM superfamily	1747	Cutibacterium acnes
SRR6145058	k99_7079	k99_7079_207-2760.1	antibacterial	k99_7079_k99_7079_2	1422	2760	PF02812	0.50814	CL0603	AA_dh_N	ELFV_dehydrog_N	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain	1747	Cutibacterium acnes
SRR6145058	k99_7079	k99_7079_207-2760.1	antibacterial	k99_7079_k99_7079_2	1422	2760	PF00208	0.49698	CL0063	NADP_Rossmann	ELFV_dehydrog	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	1747	Cutibacterium acnes
SRR6145058	k99_1728	k99_1728_346-1039.1	antibacterial	k99_1728_k99_1728_2	346	1039	PF01301	0.50677	CL0058	Glyco_hydro_tim	Glyco_hydro_35	Glycosyl hydrolases family 35	1747	Cutibacterium acnes
SRR6145058	k99_3687	k99_3687_2088-2667.1	antibacterial	k99_3687_k99_3687_4	2088	2667	PF13578	0.50689	CL0063	NADP_Rossmann	Methyltransf_24	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145058	k99_8785	k99_8785_2-1749.1	antibacterial	k99_8785_k99_8785_1	2	1112	PF13524	0.75105	CL0113	GT-B	Glyco_trans_1_2	Glycosyl transferases group 1	1747	Cutibacterium acnes
SRR6145058	k99_8785	k99_8785_2-1749.1	antibacterial	k99_8785_k99_8785_1	2	1112	PF00534	0.69038	CL0113	GT-B	Glycos_transf_1	Glycosyl transferases group 1	1747	Cutibacterium acnes
SRR6145058	k99_8785	k99_8785_2-1749.1	antibacterial	k99_8785_k99_8785_1	2	1112	PF13692	0.65219	CL0113	GT-B	Glyco_trans_1_4	Glycosyl transferases group 1	1747	Cutibacterium acnes
SRR6145058	k99_8785	k99_8785_2-1749.1	antibacterial	k99_8785_k99_8785_1	2	1112	PF13439	0.61698	CL0113	GT-B	Glyco_transf_4	Glycosyltransferase Family 4	1747	Cutibacterium acnes
SRR6145058	k99_8785	k99_8785_2-1749.1	antibacterial	k99_8785_k99_8785_1	2	1112	PF13579	0.60389	CL0113	GT-B	Glyco_trans_4_4	Glycosyl transferase 4-like domain	1747	Cutibacterium acnes
SRR6145058	k99_8785	k99_8785_2-1749.1	antibacterial	k99_8785_k99_8785_1	2	1112	PF13477	0.57397	CL0113	GT-B	Glyco_trans_4_2	Glycosyl transferase 4-like	1747	Cutibacterium acnes
SRR6145058	k99_8785	k99_8785_2-1749.1	antibacterial	k99_8785_k99_8785_2	1230	1749	PF04932	0.64439	CL0499	O-anti_assembly	Wzy_C	O-Antigen ligase	1747	Cutibacterium acnes
SRR6145058	k99_10993	k99_10993_0-2850.1	antibacterial	k99_10993_k99_10993_1	0	318	PF08240	0.54883	CL0296	GroES	ADH_N	Alcohol dehydrogenase GroES-like domain	1747	Cutibacterium acnes
SRR6145058	k99_10993	k99_10993_0-2850.1	antibacterial	k99_10993_k99_10993_1	0	318	PF16884	0.50396	CL0296	GroES	ADH_N_2	N-terminal domain of oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_10993	k99_10993_0-2850.1	antibacterial	k99_10993_k99_10993_4	2364	2850	PF06197	0.50549	CL0412	Frag1-like	DUF998	Protein of unknown function (DUF998)	1747	Cutibacterium acnes
SRR6145058	k99_9094	k99_9094_2-872.1	antibacterial	k99_9094_k99_9094_1	2	872	PF00150	0.52987	CL0058	Glyco_hydro_tim	Cellulase	Cellulase (glycosyl hydrolase family 5)	1747	Cutibacterium acnes
SRR6145058	k99_5195	k99_5195_2-1852.1	antibacterial	k99_5195_k99_5195_1	2	920	PF13320	0.52411	NA	NA	DUF4091	Domain of unknown function (DUF4091)	1747	Cutibacterium acnes
SRR6145058	k99_5195	k99_5195_2-1852.1	antibacterial	k99_5195_k99_5195_2	916	1852	PF00528	0.51482000000000006	CL0404	BPD_transp_1	BPD_transp_1	Binding-protein-dependent transport system inner membrane component	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_1	48	1056	PF00561	0.85616	CL0028	AB_hydrolase	Abhydrolase_1	alpha/beta hydrolase fold	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_1	48	1056	PF12697	0.86155	CL0028	AB_hydrolase	Abhydrolase_6	Alpha/beta hydrolase family	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_1	48	1056	PF12146	0.85428	CL0028	AB_hydrolase	Hydrolase_4	Serine aminopeptidase, S33	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_2	1093	1846	PF02592	0.81357	NA	NA	Vut_1	Putative vitamin uptake transporter	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_3	2027	3239	PF12698	0.83831	CL0181	ABC-2	ABC2_membrane_3	ABC-2 family transporter protein	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_3	2027	3239	PF12679	0.85095	CL0181	ABC-2	ABC2_membrane_2	ABC-2 family transporter protein	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_4	3235	4168	PF13732	0.86316	NA	NA	DUF4162	Domain of unknown function (DUF4162)	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_4	3235	4168	PF13304	0.83695	CL0023	P-loop_NTPase	AAA_21	AAA domain, putative AbiEii toxin, Type IV TA system	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_4	3235	4168	PF00005	0.86089	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_5	4252	4909	PF00196	0.86821	CL0123	HTH	GerE	Bacterial regulatory proteins, luxR family	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_5	4252	4909	PF08281	0.85549	CL0123	HTH	Sigma70_r4_2	Sigma-70, region 4	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_5	4252	4909	PF01371	0.79714	CL0123	HTH	Trp_repressor	Trp repressor protein	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_5	4252	4909	PF13936	0.82284	CL0123	HTH	HTH_38	Helix-turn-helix domain	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_5	4252	4909	PF07638	0.78114	CL0123	HTH	Sigma70_ECF	ECF sigma factor	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_5	4252	4909	PF00072	0.77395	CL0304	CheY	Response_reg	Response regulator receiver domain	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_6	4908	6258	PF02518	0.74344	CL0025	His_Kinase_A	HATPase_c	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_6	4908	6258	PF07730	0.83258	CL0025	His_Kinase_A	HisKA_3	Histidine kinase	1747	Cutibacterium acnes
SRR6145058	k99_11979	k99_11979_48-6860.1	antibacterial	k99_11979_k99_11979_7	6305	6860	PF01702	0.61748	NA	NA	TGT	Queuine tRNA-ribosyltransferase	1747	Cutibacterium acnes
SRR6145058	k99_2299	k99_2299_241-1797.1	antibacterial	k99_2299_k99_2299_2	241	1168	PF02195	0.53951	CL0248	ParBc	ParBc	ParB-like nuclease domain	1747	Cutibacterium acnes
SRR6145058	k99_2299	k99_2299_241-1797.1	antibacterial	k99_2299_k99_2299_3	1425	1797	PF12823	0.64926	NA	NA	DUF3817	Domain of unknown function (DUF3817)	1747	Cutibacterium acnes
SRR6145058	k99_6477	k99_6477_2-3622.1	antibacterial	k99_6477_k99_6477_1	2	2300	PF00873	0.64896	CL0322	RND_permease	ACR_tran	AcrB/AcrD/AcrF family	1747	Cutibacterium acnes
SRR6145058	k99_6477	k99_6477_2-3622.1	antibacterial	k99_6477_k99_6477_1	2	2300	PF03176	0.68482	CL0322	RND_permease	MMPL	MMPL family	1747	Cutibacterium acnes
SRR6145058	k99_6477	k99_6477_2-3622.1	antibacterial	k99_6477_k99_6477_1	2	2300	PF12349	0.69105	CL0322	RND_permease	Sterol-sensing	Sterol-sensing domain of SREBP cleavage-activation	1747	Cutibacterium acnes
SRR6145058	k99_6477	k99_6477_2-3622.1	antibacterial	k99_6477_k99_6477_1	2	2300	PF02460	0.63952	CL0322	RND_permease	Patched	Patched family	1747	Cutibacterium acnes
SRR6145058	k99_6477	k99_6477_2-3622.1	antibacterial	k99_6477_k99_6477_2	2419	3052	PF00440	0.71794	CL0123	HTH	TetR_N	Bacterial regulatory proteins, tetR family	1747	Cutibacterium acnes
SRR6145058	k99_6477	k99_6477_2-3622.1	antibacterial	k99_6477_k99_6477_2	2419	3052	PF13977	0.67412	CL0174	TetR_C	TetR_C_6	BetI-type transcriptional repressor, C-terminal	1747	Cutibacterium acnes
SRR6145058	k99_6477	k99_6477_2-3622.1	antibacterial	k99_6477_k99_6477_2	2419	3052	PF16859	0.72045	CL0174	TetR_C	TetR_C_11	Tetracyclin repressor-like, C-terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_6477	k99_6477_2-3622.1	antibacterial	k99_6477_k99_6477_3	3124	3622	PF16363	0.62712	CL0063	NADP_Rossmann	GDP_Man_Dehyd	GDP-mannose 4,6 dehydratase	1747	Cutibacterium acnes
SRR6145058	k99_6477	k99_6477_2-3622.1	antibacterial	k99_6477_k99_6477_3	3124	3622	PF01370	0.56402	CL0063	NADP_Rossmann	Epimerase	NAD dependent epimerase/dehydratase family	1747	Cutibacterium acnes
SRR6145058	k99_4941	k99_4941_4704-7074.1	antibacterial	k99_4941_k99_4941_7	4704	5991	PF05977	0.59254	CL0015	MFS	MFS_3	Transmembrane secretion effector	1747	Cutibacterium acnes
SRR6145058	k99_4941	k99_4941_4704-7074.1	antibacterial	k99_4941_k99_4941_7	4704	5991	PF13347	0.54096	CL0015	MFS	MFS_2	MFS/sugar transport protein	1747	Cutibacterium acnes
SRR6145058	k99_4941	k99_4941_4704-7074.1	antibacterial	k99_4941_k99_4941_7	4704	5991	PF07690	0.49501	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_4941	k99_4941_4704-7074.1	antibacterial	k99_4941_k99_4941_8	6186	7074	PF01040	0.51281	CL0613	Terp_synthase	UbiA	UbiA prenyltransferase family	1747	Cutibacterium acnes
SRR6145058	k99_8032	k99_8032_2-3392.1	antibacterial	k99_8032_k99_8032_1	2	224	PF13483	0.47641	CL0381	Metallo-HOrase	Lactamase_B_3	Beta-lactamase superfamily domain	1747	Cutibacterium acnes
SRR6145058	k99_8032	k99_8032_2-3392.1	antibacterial	k99_8032_k99_8032_1	2	224	PF12706	0.51998	CL0381	Metallo-HOrase	Lactamase_B_2	Beta-lactamase superfamily domain	1747	Cutibacterium acnes
